"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/12/2014","Bayview Cleaners Launwebster","Withdrawal @ BAYVIEW CLEANERS & LAUNWEBSTER NYUS Trace #428421001217","33.00","debit","Laundry","Premium Checking","",""
"10/12/2014","Exxon","EXXONMOBIL          WEBSTERT0F8017     585-347-4837 320142850094283461","15.98","debit","Gas & Fuel","Gold Card","",""
"10/12/2014","Budget Rent","BUDGET RENT A CAR   ROCHESTERR/A# 930016765   800-621-2844 320142850094095584","31.30","debit","Rental Car & Taxi","Gold Card","",""
"10/10/2014","Coinbasebtc Com Webcoinbase","Withdrawal-ACH-A-COINBASEBTC.COM WEBCOINBASE.COM/BTC (8003435845)","5667.77","debit","Uncategorized","Premium Checking","",""
"10/10/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIQCSU29AE4MR DIRECT MKTG MISC 320142830060354839","388.79","credit","Shopping","Gold Card","",""
"10/10/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIMDW1PGP7NVN BOOK STORES 320142830055365142","80.90","debit","Shopping","Gold Card","",""
"10/10/2014","Fs Fsprg Com","FS *FSPRG.COM       877-327-891RXBTK8SXR5O 877-327-8914 320142830062354355","19.99","debit","Uncategorized","Gold Card","",""
"10/10/2014","Amazon","AMAZON.COM          AMZN.COM/BIGQV1ETQPS7M MERCHANDISE 320142830060906364","13.99","debit","Shopping","Gold Card","",""
"10/09/2014","Coinbasebtc Com Webcoinbase","Withdrawal-ACH-A-COINBASEBTC.COM WEBCOINBASE.COM/BTC (8003435845)","3486.06","debit","Uncategorized","Premium Checking","",""
"10/09/2014","In Fancy Hands","IN *FANCY HANDS, INCNEW YORK282IA03B8ZG 3478369566 320142820037765935","45.00","debit","Uncategorized","Gold Card","",""
"10/08/2014","Gpo Haslemere Gb","Withdrawal @ GPO 0570 666 020 HASLEMERE GB Trace #428172030086","54.38","debit","Uncategorized","Premium Checking","",""
"10/08/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIQCSNNH63D15 DIRECT MKTG MISC 320142810028623718","32.99","credit","Shopping","Gold Card","",""
"10/08/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIWL7D1BZ491O BOOK STORES 320142810031302768","209.71","debit","Shopping","Gold Card","",""
"10/08/2014","Amazon","AMAZON.COM          AMZN.COM/BIWL7SGSLCZ7F MERCHANDISE 320142810021834969","67.75","debit","Shopping","Gold Card","",""
"10/07/2014","Pureformulas Com Supplements","PUREFORMULAS.COM    800-383-60032479233    SUPPLEMENTS 320142800016334458","29.99","debit","Uncategorized","Gold Card","",""
"10/06/2014","World Gym","Withdrawal @ WORLD GYM WEBSTER WEBSTER NYUS Trace #427829630153","99.00","debit","Gym","Premium Checking","",""
"10/06/2014","Target","TARGET T2038 2038   WEBSTER00804161    DISCOUNT STORE 320142790004690185","15.63","debit","Shopping","Gold Card","",""
"10/06/2014","Wegman's","WEGMANS #03 000000005854644600249193389095854644600 320142790994293658","30.10","debit","Groceries","Gold Card","",""
"10/05/2014","Sunoco","SUNOCO 0364164403   WEBSTER27819819021 AUTO FUEL DISPENSER 320142780990287867","51.56","debit","Gas & Fuel","Gold Card","",""
"10/05/2014","Wegman's","WEGMANS #066 00000005854644600249113401985854644600 320142780981866657","31.79","debit","Groceries","Gold Card","",""
"10/03/2014","M Preserve M","Withdrawal-ACH-A-M - PRESERVE M - PRESERVE (CASH TRANS)","1320.00","debit","Mortgage & Rent","Premium Checking","",""
"10/03/2014","Bayview Cleaners Launwebster","Withdrawal @ BAYVIEW CLEANERS & LAUNWEBSTER NYUS Trace #427522000215","19.25","debit","Laundry","Premium Checking","",""
"10/03/2014","Wegman's","WEGMANS #03 000000005854644600249830000835854644600 320142760949569454","2.59","debit","Groceries","Gold Card","",""
"10/03/2014","Wegman's","WEGMANS #03 000000005854644600249163478695854644600 320142760949929960","53.52","debit","Groceries","Gold Card","",""
"10/02/2014","Golden Rule Ins","Withdrawal-ACH-A-GOLDEN RULE INS GOLDEN RULE INS (INS. PREM.)","59.48","debit","Financial","Premium Checking","",""
"10/02/2014","Rackspace Cloud Cloud","RACKSPACE CLOUD     210-312-4003767685     CLOUD HOSTIN 320142750940961974","67.09","debit","Web Hosting","Gold Card","",""
"10/01/2014","Audible.com","AUDIBLE             888-283-505XKJTCY1BI8N AUDIO BOOKS 320142740916966168","28.68","debit","Books","Gold Card","",""
"9/30/2014","Evernote","EVERNOTE.COM 0990   REDWOOD CIT3551173234  650-257-0885 320142730899686955","5.00","debit","Electronics & Software","Gold Card","",""
"9/30/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIXJZ0JH22N87 BOOK STORES 320142730907481189","9.78","debit","Shopping","Gold Card","",""
"9/29/2014","Transfer to Gold Card","Withdrawal-ACH-A-AMEX EPAYMENT AMEX EPayment (ACH PMT)","4304.77","debit","Credit Card Payment","Premium Checking","",""
"9/29/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BICEYONBXMN8S BOOK STORES 320142720883685336","93.48","debit","Shopping","Gold Card","",""
"9/29/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BICEYSHY90SBK BOOK STORES 320142720883452438","43.01","debit","Shopping","Gold Card","",""
"9/29/2014","Amazon","AMAZON.COM          AMZN.COM/BICEY3P7AJT24 MERCHANDISE 320142720885729682","97.18","debit","Shopping","Gold Card","",""
"9/28/2014","Audible.com","AUDIBLE             888-283-505VI5MCXH28KL AUDIO BOOKS 320142710881248182","4.86","debit","Books","Gold Card","",""
"9/27/2014","Transfer from Business Reg Check","AUTOPAY PAYMENT - THANK YOU 320142700868743684","4304.77","credit","Credit Card Payment","Gold Card","",""
"9/26/2014","Time Warner","TIME WARNER CABLE   910-763-46340439448D0H CABLE 320142690843518191","76.46","debit","Television","Gold Card","",""
"9/26/2014","Google","GOOGLE *GOOGLE STORAGOOGLE.COM/A00XQ1WM    PYMT SERVICE 320142690840438903","9.99","debit","Advertising","Gold Card","",""
"9/25/2014","Taka House Webster","TAKA HOUSE INC      WEBSTER7856718520 320142680829954834","31.05","debit","Restaurants","Gold Card","",""
"9/25/2014","Wegman's","WEGMANS #03 000000005854644600249113296165854644600 320142680826571782","88.43","debit","Groceries","Gold Card","",""
"9/23/2014","Amazon","AMAZON.COM          AMZN.COM/BIVA4X7390BG2 MERCHANDISE 320142660793185695","447.11","debit","Shopping","Gold Card","",""
"9/23/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BILW3B5D132SB BOOK STORES 320142660804430870","52.96","debit","Shopping","Gold Card","",""
"9/23/2014","Github Github San","GITHUB GITHUB       SAN FRANCIS5MTP2H6     4152910224 320142660794674717","7.00","debit","Web Hosting","Gold Card","",""
"9/23/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BILN66DROXO5X BOOK STORES 320142660796297173","46.23","debit","Shopping","Gold Card","",""
"9/23/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIDYDAEECORWV BOOK STORES 320142660793382502","17.52","debit","Shopping","Gold Card","",""
"9/23/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIQ6XKI7Z733G BOOK STORES 320142660794811464","49.52","debit","Shopping","Gold Card","",""
"9/22/2014","Betterment Webbetterment","Withdrawal-ACH-A-BETTERMENT WEBBETTERMENT (TRANSFER)","1000.00","debit","IRA Contribution","Premium Checking","",""
"9/22/2014","Personal Union Trace","Withdrawal @ Personal Credit Union Trace #5211130387 Transfer &quot;DTD&quot; 1,500.00 to account *****4611 share 3","1500.00","debit","Transfer","Premium Checking","",""
"9/22/2014","Amazon","AMAZON.COM          AMZN.COM/BIEK1FEMOUC7Z MERCHANDISE 320142650780233641","82.75","debit","Shopping","Gold Card","",""
"9/22/2014","Wegman's","WEGMANS #03 000000005854644600249093412315854644600 320142650781938476","73.58","debit","Groceries","Gold Card","",""
"9/22/2014","Wegman's","WEGMANS #03 000000005854644600249130335245854644600 320142650782002623","5.39","debit","Groceries","Gold Card","",""
"9/20/2014","Bouchard Family Farms","Withdrawal @ BOUCHARD FAMILY FARMS 207-834-3237 MEUS Trace #426228700229","68.00","debit","Groceries","Premium Checking","",""
"9/19/2014","Coinbasebtc Com Webcoinbase","Withdrawal-ACH-A-COINBASEBTC.COM WEBCOINBASE.COM/BTC (8003435845)","2201.55","debit","Uncategorized","Premium Checking","",""
"9/19/2014","Wegman's","WEGMANS #066 00000005854644600249083417735854644600 320142620737342923","43.78","debit","Groceries","Gold Card","",""
"9/18/2014","Amazon","AMAZON DIGITAL SVCS 866-216-107VRY8VDJGUQU DIGITAL 320142610728939583","9.99","debit","Shopping","Gold Card","",""
"9/18/2014","Sprint PCS","SPRINT WIRELESS     800-639-61100720060966 WIRELESSSVCS 320142610727179286","239.75","debit","Mobile Phone","Gold Card","",""
"9/17/2014","Roch Gas Elec","Withdrawal-ACH-A-ROCH GAS & ELEC ROCH GAS & ELEC (RG&E PAYMT)","108.51","debit","Utilities","Premium Checking","",""
"9/17/2014","Wegman's","WEGMANS #03 000000005854644600249133066005854644600 320142600706043133","99.36","debit","Groceries","Gold Card","",""
"9/16/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIR58LRH2GF7Y BOOK STORES 320142590696260609","6.99","debit","Shopping","Gold Card","",""
"9/16/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIOO22X847FP3 BOOK STORES 320142590694905179","207.83","debit","Shopping","Gold Card","",""
"9/14/2014","Abundance Cooperative Market","ABUNDANCE COOPERATIVROCHESTER332001      GROCERY STORE 320142570661389293","42.79","debit","Groceries","Gold Card","",""
"9/12/2014","Xtralogic","GOOGLE *XTRALOGIC   GOOGLE.COM/A00WTTDM    PYMT SERVICE 320142550630582339","14.95","debit","Uncategorized","Gold Card","",""
"9/12/2014","Wegman's","WEGMANS #03 000000005854644600249193066005854644600 320142550629940066","37.99","debit","Groceries","Gold Card","",""
"9/11/2014","Amazon","AMAZON.COM          AMZN.COM/BIQCSVDAZA0N0 MERCHANDISE 320142540623009583","3.61","debit","Shopping","Gold Card","",""
"9/11/2014","Wegman's","WEGMANS #03 000000005854644600249203452315854644600 320142540614357242","37.55","debit","Groceries","Gold Card","",""
"9/10/2014","Fs Fsprg Com","FS *FSPRG.COM       877-327-891ZO2KHD86TRS 877-327-8914 320142530606240968","19.99","debit","Uncategorized","Gold Card","",""
"9/10/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIQCSJEBJW0WK BOOK STORES 320142530595332208","103.56","debit","Shopping","Gold Card","",""
"9/10/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIQCSUSSJRI8F BOOK STORES 320142530604188298","388.79","debit","Shopping","Gold Card","",""
"9/09/2014","Fancy Hands","FANCY HANDS, INC.   347-836-956685247714252347-836-9566 320142520579869821","45.00","debit","Uncategorized","Gold Card","",""
"9/08/2014","Exxon","EXXONMOBIL          WEBSTERT0F7545     585-347-4837 320142510577073967","23.36","debit","Gas & Fuel","Gold Card","",""
"9/08/2014","Wegman's","WEGMANS #03 000000005854644600249153479375854644600 320142510565762447","79.57","debit","Groceries","Gold Card","",""
"9/07/2014","Budget Rent","BUDGET RENT A CAR   ROCHESTERR/A# 930009625   800-621-2844 320142500558884524","216.61","debit","Rental Car & Taxi","Gold Card","",""
"9/07/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIDB8SJ9FDBTW BOOK STORES 320142500559463751","99.20","debit","Shopping","Gold Card","",""
"9/06/2014","Prem Car Rental","PREM CAR RENTAL PROTECTION 800-CRA22911242  09/04/2014 TULSA 320142490550821366","24.95","debit","Auto Insurance","Gold Card","",""
"9/05/2014","Budget Rent","BUDGET.COM PREPAY RETULSA22911242    800-621-2844 320142480532747310","990.00","debit","Rental Car & Taxi","Gold Card","",""
"9/03/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIE4I0YY0SQ99 BOOK STORES 320142460498399339","63.98","debit","Shopping","Gold Card","",""
"9/03/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIE4IEEE1HUYH BOOK STORES 320142460490139330","67.67","debit","Shopping","Gold Card","",""
"9/03/2014","Rackspace Cloud Cloud","RACKSPACE CLOUD     210-312-4003606689     CLOUD HOSTIN 320142460501289695","64.99","debit","Web Hosting","Gold Card","",""
"9/03/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIE4IPO5PSM42 BOOK STORES 320142460488471434","6.59","debit","Shopping","Gold Card","",""
"9/01/2014","Hostingcom","INMOTIONHOSTING.COM LOS ANGELESIMH-314-733 8883214678 320142440462818201","59.94","debit","Home Phone","Gold Card","",""
"8/31/2014","Wegman's","WEGMANS #03 000000005854644600249193407865854644600 320142430448841349","69.43","debit","Groceries","Gold Card","",""
"8/30/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BICXKP8J8MOES BOOK STORES 320142420433069165","80.00","debit","Shopping","Gold Card","",""
"8/30/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIG0HTW68C921 BOOK STORES 320142420442033205","54.79","debit","Shopping","Gold Card","",""
"8/29/2014","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320142410429212411","2913.60","credit","Credit Card Payment","Gold Card","",""
"8/29/2014","Evernote","EVERNOTE.COM 0990   REDWOOD CIT3410921294  650-257-0885 320142410417368809","5.00","debit","Electronics & Software","Gold Card","",""
"8/29/2014","Acmeandroid","GOOGLE *ACMEANDROID GOOGLE.COM/A00VW74J    PYMT SERVICE 320142410425422926","0.99","debit","Uncategorized","Gold Card","",""
"8/27/2014","Prem Car Rental","PREM CAR RENTAL PROTECTION 800-CRA930009614 07/26/2014 ROCHESTER 320142390396773384","24.95","debit","Auto Insurance","Gold Card","",""
"8/27/2014","Budget Rent","BUDGET RENT A CAR   ROCHESTERR/A# 930009614   800-621-2844 320142390391476887","685.13","debit","Rental Car & Taxi","Gold Card","",""
"8/26/2014","Wegman's","WEGMANS #066 00000005854644600249201052975854644600 320142380372158473","35.12","debit","Groceries","Gold Card","",""
"8/26/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIG5AXZWL0LT7 BOOK STORES 320142380380554260","248.94","debit","Shopping","Gold Card","",""
"8/26/2014","Google","GOOGLE *GOOGLE STORAGOOGLE.COM/A00VRM7U    PYMT SERVICE 320142380370595839","9.99","debit","Advertising","Gold Card","",""
"8/26/2014","Time Warner","TIME WARNER CABLE   910-763-46395945173IZ7 CABLE 320142380374524704","76.46","debit","Television","Gold Card","",""
"8/25/2014","Github Github San","GITHUB GITHUB       SAN FRANCISMRNWSDB     4152910224 320142370357261559","7.00","debit","Web Hosting","Gold Card","",""
"8/24/2014","Amazon","AMAZON SERVICES-KIND866-216-107G5YXXNPVTP0 DIGITAL 320142360341949552","11.99","debit","Shopping","Gold Card","",""
"8/24/2014","Wegman's","WEGMANS #03 000000005854644600249183452485854644600 320142360341280161","93.17","debit","Groceries","Gold Card","",""
"8/24/2014","Exxon","EXXONMOBIL          WEBSTERT0F6360     585-347-4837 320142360345924861","54.27","debit","Gas & Fuel","Gold Card","",""
"8/24/2014","Amazon","AMAZON SERVICES-KIND866-216-107PQB6ZC9L56A DIGITAL 320142360341857354","10.56","debit","Shopping","Gold Card","",""
"8/21/2014","Smart","GOOGLE *SMART ABP   GOOGLE.COM/A00VD9SF    PYMT SERVICE 320142330305336832","1.99","debit","Home Improvement","Gold Card","",""
"8/20/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIFRD7WSCZZ5M BOOK STORES 320142320282698035","7.99","debit","Shopping","Gold Card","",""
"8/19/2014","Amazon","AMAZON.COM          AMZN.COM/BIFRDH715R7VV MERCHANDISE 320142310270442538","39.94","debit","Shopping","Gold Card","",""
"8/18/2014","Amazon","AMAZON DIGITAL SVCS 866-216-107IP92J1UMK74 DIGITAL 320142300254950589","9.99","debit","Shopping","Gold Card","",""
"8/18/2014","Sprint PCS","SPRINT WIRELESS     800-639-61100709583021 WIRELESSSVCS 320142300254401798","260.93","debit","Mobile Phone","Gold Card","",""
"8/18/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIFRDTZ4ZSGJY BOOK STORES 320142300246042756","40.98","debit","Shopping","Gold Card","",""
"8/17/2014","Wegman's","WEGMANS #03 000000005854644600249123433175854644600 320142290235379906","86.86","debit","Groceries","Gold Card","",""
"8/15/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BID4QYZCBGXQI BOOK STORES 320142270202832691","40.00","debit","Shopping","Gold Card","",""
"8/14/2014","Wegman's","WEGMANS #066 00000005854644600249153429505854644600 320142260189058506","50.18","debit","Groceries","Gold Card","",""
"8/12/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIKMX1ZYXZ6ER BOOK STORES 320142240165421872","188.24","debit","Shopping","Gold Card","",""
"8/11/2014","Fs Fsprg Com","FS *FSPRG.COM       877-327-891N8HJIG7PQPA 877-327-8914 320142230147449584","19.99","debit","Uncategorized","Gold Card","",""
"8/11/2014","Fancy Hands","FANCY HANDS, INC.   347-836-956685247714222347-836-9566 320142230150493221","45.00","debit","Uncategorized","Gold Card","",""
"8/10/2014","Wegman's","WEGMANS #03 000000005854644600249170304125854644600 320142220128076079","66.20","debit","Groceries","Gold Card","",""
"8/10/2014","Trader Joe's","TRADER JOE'S #534 QPROCHESTER0019506     626-599-3700 320142220136976241","29.56","debit","Groceries","Gold Card","",""
"8/08/2014","Wegman's","WEGMANS #03 000000005854644600249133372555854644600 320142200097706847","93.42","debit","Groceries","Gold Card","",""
"8/06/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIRNXXOE56LOB BOOK STORES 320142180072890828","19.12","debit","Shopping","Gold Card","",""
"8/05/2014","Amazon","AMAZON.COM          AMZN.COM/BIRNXUTIYX7GF MERCHANDISE 320142170059483104","13.76","debit","Shopping","Gold Card","",""
"8/05/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIRNXGEUI28N8 BOOK STORES 320142170057578894","35.99","debit","Shopping","Gold Card","",""
"8/04/2014","International","Withdrawal-ACH-A-ACH WEBFREELANCER INTERNATIONAL PTY LTD IAT-WEB (IAT PAYPAL)","102.60","debit","Business Services","Premium Checking","",""
"8/04/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BICQUI2H2RZT9 BOOK STORES 320142160035186459","85.50","debit","Shopping","Gold Card","",""
"8/04/2014","Wegman's","WEGMANS #03 000000005854644600249113296215854644600 320142160034893482","82.97","debit","Groceries","Gold Card","",""
"8/03/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIQT7T98ZLT65 BOOK STORES 320142150028493236","81.23","debit","Shopping","Gold Card","",""
"8/02/2014","Rackspace Cloud Cloud","RACKSPACE CLOUD     210-312-4003420309     CLOUD HOSTIN 320142140011851816","58.48","debit","Web Hosting","Gold Card","",""
"8/01/2014","International","Withdrawal-ACH-A-ACH WEBFREELANCER INTERNATIONAL PTY LTD IAT-WEB (IAT PAYPAL)","9.51","debit","Business Services","Premium Checking","",""
"8/01/2014","International","Withdrawal-ACH-A-ACH WEBFREELANCER INTERNATIONAL PTY LTD IAT-WEB (IAT PAYPAL)","307.20","debit","Shopping","Premium Checking","",""
"8/01/2014","Lance","ELANCE INC          MOUNTAIN VI18398646    6503167500 320142130985278362","1.17","credit","Restaurants","Gold Card","",""
"8/01/2014","Lance","ELANCE INC          MOUNTAIN VI18398646    6503167500 320142130985278363","1.40","credit","Restaurants","Gold Card","",""
"7/30/2014","Wegman's","WEGMANS #03 000000005854644600249173372745854644600 320142110957501187","94.30","debit","Groceries","Gold Card","",""
"7/29/2014","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320142100953436047","4391.14","credit","Credit Card Payment","Gold Card","",""
"7/29/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIGJRYY9V5J6C BOOK STORES 320142100950420522","66.27","debit","Shopping","Gold Card","",""
"7/29/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BINILC4EVXZY5 BOOK STORES 320142100944662896","6.48","debit","Shopping","Gold Card","",""
"7/29/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIOA158JZ2YR7 BOOK STORES 320142100941051633","40.00","debit","Shopping","Gold Card","",""
"7/29/2014","Evernote","EVERNOTE.COM 0990   REDWOOD CIT5650639064  650-257-0885 320142100941005127","5.00","debit","Electronics & Software","Gold Card","",""
"7/28/2014","Skype","Withdrawal-ACH-A-SKYPE COMMUNICATIONS WEBFREELANCER INTERNATIONAL PTY LTD IAT-WEB (IAT PAYPAL)","306.43","debit","Home Phone","Premium Checking","",""
"7/28/2014","Skype","Withdrawal-ACH-A-SKYPE COMMUNICATIONS WEBFREELANCER INTERNATIONAL PTY LTD IAT-WEB (IAT PAYPAL)","9.51","debit","Home Phone","Premium Checking","",""
"7/27/2014","Prem Car Rental","PREM CAR RENTAL PROTECTION 800-CRA930014606 07/22/2014 ROCHESTER 320142080922365796","24.95","debit","Auto Insurance","Gold Card","",""
"7/27/2014","Exxon","EXXONMOBIL          WEBSTERT0F4933     585-347-4837 320142080917207869","18.15","debit","Gas & Fuel","Gold Card","",""
"7/27/2014","Budget Rent","BUDGET RENT A CAR   ROCHESTERR/A# 930014606   800-621-2844 320142080920615681","77.98","debit","Rental Car & Taxi","Gold Card","",""
"7/26/2014","Time Warner","TIME WARNER CABLE   910-763-46351353544IXZ CABLE 320142070899270184","76.46","debit","Television","Gold Card","",""
"7/25/2014","Wegman's","WEGMANS #066 00000005854644600249123363015854644600 320142060883100458","87.44","debit","Groceries","Gold Card","",""
"7/24/2014","Wegman's","WEGMANS #03 000000005854644600249141867685854644600 320142050868049634","124.30","debit","Groceries","Gold Card","",""
"7/24/2014","Gh Github Com","GH *GITHUB.COM     OSAN FRANCIS99QFF8W     415-448-6673 320142050871514808","7.00","debit","Web Hosting","Gold Card","",""
"7/23/2014","Prem Car Rental","PREM CAR RENTAL PROTECTION 800-CRA930014595 06/21/2014 ROCHESTER 320142040861726230","24.95","debit","Auto Insurance","Gold Card","",""
"7/23/2014","Budget Rent","BUDGET RENT A CAR   ROCHESTERR/A# 930014595   800-621-2844 320142040858677876","592.00","debit","Rental Car & Taxi","Gold Card","",""
"7/23/2014","Elance Escrow Corpormountain","ELANCE ESCROW CORPORMOUNTAIN VI18398831    6503167500 320142040850400124","200.00","debit","Uncategorized","Gold Card","why?-refund",""
"7/22/2014","Lance","ELANCE INC          MOUNTAIN VI18398646    6503167500 320142030834554566","1.40","debit","Restaurants","Gold Card","",""
"7/22/2014","Lance","ELANCE INC          MOUNTAIN VI18398646    6503167500 320142030834864444","1.17","debit","Restaurants","Gold Card","",""
"7/22/2014","Cran Gold","PAYPAL *CRAN GOLD   402935773386617418    402-935-7733 320142030833402851","22.00","debit","Uncategorized","Gold Card","",""
"7/20/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIM32RCEY1PIH BOOK STORES 320142010816079857","31.68","debit","Shopping","Gold Card","",""
"7/20/2014","Exxon","EXXONMOBIL          WEBSTERT0F7817     585-347-4837 320142010814326974","55.77","debit","Gas & Fuel","Gold Card","",""
"7/19/2014","Wegman's","WEGMANS #066 00000005854644600249103349885854644600 320142000793854661","86.87","debit","Groceries","Gold Card","",""
"7/19/2014","Sprint PCS","SPRINT WIRELESS     800-639-61100699743160 WIRELESSSVCS 320142000797142525","239.98","debit","Mobile Phone","Gold Card","",""
"7/19/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BISGDBGBH1M8J BOOK STORES 320142000793386964","9.60","debit","Shopping","Gold Card","",""
"7/19/2014","Rmanning","PAYPAL *RMANNING30  402935773380522262    402-935-7733 320142000789998546","35.00","debit","Uncategorized","Gold Card","",""
"7/19/2014","Acronis","CBI*ACRONIS         866-522-68561351153    SOFTWARE 320142000795846650","29.99","debit","Electronics & Software","Gold Card","",""
"7/18/2014","Target","TARGET T2038 2038   WEBSTER00725917    DISCOUNT STORE 320141990788624118","45.12","debit","Shopping","Gold Card","",""
"7/16/2014","Wegman's","WEGMANS #066 00000005854644600249193385765854644600 320141970746302086","17.70","debit","Groceries","Gold Card","",""
"7/16/2014","Roch Gas Elec","Withdrawal-ACH-A-ROCH GAS & ELEC ROCH GAS & ELEC (RG&E PAYMT)","143.30","debit","Utilities","Premium Checking","",""
"7/15/2014","Betterment Webbetterment","Withdrawal-ACH-A-BETTERMENT WEBBETTERMENT (TRANSFER)","10000.00","debit","IRA Contribution","Premium Checking","",""
"7/15/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIVD1X582PXFF BOOK STORES 320141960734999819","24.97","debit","Shopping","Gold Card","",""
"7/14/2014","Slma Ed Serv","Withdrawal-ACH-A-SLMA ED SERV PPD SLMA ED SERV PPD (STUDNTLOAN)","92.63","debit","Student Loan","Premium Checking","",""
"7/14/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIJ299BHQAO07 BOOK STORES 320141950711439865","10.94","debit","Shopping","Gold Card","",""
"7/14/2014","Wegman's","WEGMANS #03 000000005854644600249560997855854644600 320141950714876617","11.24","debit","Groceries","Gold Card","",""
"7/14/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIFPG5SO64QL7 BOOK STORES 320141950714392204","18.97","debit","Shopping","Gold Card","",""
"7/14/2014","Amazon","AMAZON.COM          AMZN.COM/BIPIO61F4QT7E MERCHANDISE 320141950713395088","18.44","debit","Shopping","Gold Card","",""
"7/13/2014","Wegman's","WEGMANS #03 000000005854644600249173324705854644600 320141940701905492","80.62","debit","Groceries","Gold Card","",""
"7/13/2014","Amazon","AMAZON.COM          AMZN.COM/BIPENDZBBSOQS MERCHANDISE 320141940699382807","15.28","debit","Shopping","Gold Card","",""
"7/13/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIPENA7IY14HM BOOK STORES 320141940709503712","32.15","debit","Shopping","Gold Card","",""
"7/13/2014","Abundance Cooperative Market","ABUNDANCE COOPERATIVROCHESTER610008      GROCERY STORE 320141940702638432","41.48","debit","Groceries","Gold Card","",""
"7/12/2014","Fs Fsprg Com","FS *FSPRG.COM       877-327-891-SQR3A9SQJ- 877-327-8914 320141930690717042","19.99","debit","Uncategorized","Gold Card","",""
"7/12/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIPK3FABFBMKD BOOK STORES 320141930685867071","40.63","debit","Shopping","Gold Card","",""
"7/11/2014","Bayview Cleaners","Withdrawal @ BAYVIEW CLEANERS & LAUNWEBSTER NYUS Trace #419127000685","19.90","debit","Laundry","Premium Checking","",""
"7/11/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIPENLI4E2IYC BOOK STORES 320141920667259809","8.07","debit","Shopping","Gold Card","",""
"7/11/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BID6MI8XBRAKU BOOK STORES 320141920679364016","73.02","debit","Shopping","Gold Card","",""
"7/11/2014","Wegman's","WEGMANS #03 000000005854644600249193388555854644600 320141920670495030","32.93","debit","Groceries","Gold Card","",""
"7/11/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BID6MVOIQL0U3 DIRECT MKTG MISC 320141920671696598","73.02","credit","Shopping","Gold Card","",""
"7/10/2014","Sallie Mae","Withdrawal (Item #1135)-ACH-A-ED SALLIE MAE PR ARCED SALLIE MAE PR ACH TRANSACTION (PAYMENT)","342.39","debit","Student Loan","Premium Checking","",""
"7/10/2014","Wegman's","WEGMANS #066 00000005854644600249193322675854644600 320141910654378924","13.08","debit","Groceries","Gold Card","",""
